,Pokemon,physiology
0,Miltank,"Miltank has many similarities in appearance with a dairy cow (specifically, the Jersey cow), but is predominantly pink in color, with a black hood, and a plump, cream-colored belly/udder with four pink teats"
1,Miltank," Miltank is both bipedal and quadrupedal, similar to humans"
0,Blissey,Blissey has curly hair on both sides of its head
1,Blissey, Its arms are pink with white wings at the end
2,Blissey," It has a pouch for its egg, like all of the members of its family"
3,Blissey," Its lower torso is also white with four flaps of fur, giving it an appearance of wearing a dress"
0,Raikou,"Raikou is a quadruped, yellow feline Pokémon with black stripes on its body sharing a resemblance to a saber-toothed tiger"
1,Raikou, Its iris is red in color with a black pupil
2,Raikou," It has a purple mane on its back, with white fur around its face"
3,Raikou," It has a thin, light blue colored tail with a spark shaped figure at its tip"
4,Raikou," It has a black forehead plate, with a light blue muzzle in the shape of an 'X'"
5,Raikou, It has three claws on each of its feet
0,Entei,"Entei is a massive, brown lion-like Pokémon with some mastiff qualities"
1,Entei," It has a long, light gray cloud of smoke for a mane running along its entire back"
2,Entei, It has gray plates on either side of the mane and a plate beneath the cream belly fur on its chest
3,Entei, Entei has gray paws with brown pads and black cuff-like bands on its legs
4,Entei, Its main faceplate is red and shaped like fins or a six-sided star
5,Entei, A gray plate covers its muzzle and resembles a handlebar mustache
6,Entei, It also has a yellow crest with three sloped points on its forehead and red eyes
7,Entei, Entei is born whenever a new volcano appears
8,Entei," It is also said that whenever Entei roars, a volcano erupts somewhere in the world"
9,Entei, Entei races across grasslands at high speeds
0,Suicune,"Suicune is sky blue in color, with white rhombuses around the body and a white belly"
1,Suicune, Suicune has an aquamarine crest on its head which is in the shape of a hexagram
2,Suicune," Behind its crest is a purple mane with supposedly thick, smooth fur"
3,Suicune," Two white, ribbon-like tails sprout out from Suicune's back and In reverse"
4,Suicune," A shiny Suicune is light blue, with a dark blue crest and a cerulean blue mane"
5,Suicune,Suicune has an ancient ancestor known as Walking Wake
6,Suicune,This Pokémon does not evolve
7,Suicune,"In Pokémon FireRed and LeafGreen, Suicune roams around Kanto if the player character's First partner Pokémon was Charmander and they have beaten the Elite Four"
8,Suicune," In FireRed and LeafGreen, it is very hard to catch, because it will flee unless you send out a Pokémon that has the ability Shadow Tag or the move Mean Look"
9,Suicune, It appears at Level 50
10,Suicune,"In Pokémon HeartGold and SoulSilver, Suicune roams on Johto and Kanto"
11,Suicune," Once you catch up to it, it appears at Level 40 at both Route 25 and the Burned Tower if they didn't get it at route 25"
0,Larvitar,"Larvitar is a small, olive green reptilian Pokémon with rock-hard skin"
1,Larvitar," It has small, chubby arms and legs"
2,Larvitar, It has a blunt spike protruding from its head
3,Larvitar, Its body is covered in a green armour with few diamond-shaped holes on it
4,Larvitar," It has a red diamond-shaped chest plate, unlike its evolutions"
5,Larvitar, Its eyes have a black pupil with red iris and black markings around it
6,Larvitar, Its tail is conical in shape
0,Pupitar,"Pupitar is encased inside a thick bluish-gray shell, sporting a hardness that is comparable to bedrock"
1,Pupitar," Its red eyes can be seen through two holes in the shell, and two more holes directly above resemble eyebrows"
2,Pupitar, The upper portion of its body is covered by a mask-like plate with four large spikes on either side
3,Pupitar, Three additional spikes protrude from its forehead
4,Pupitar," While its arms and legs are developing inside the shell, Pupitar uses compressed gas to propel itself around, and can generate enough force to knock down mountains"
5,Pupitar, Pupitar lives and moves freely around harsh mountain ranges
6,Pupitar,"Pupitar is the evolved form of Larvitar (once level 30 is reached), Pupitar evolves into Tyranitar, once it reaches level 55"
0,Tyranitar,"Tyranitar is a large, bipedal dinosaurian Pokémon"
1,Tyranitar," It has a gray-blue diamond-shaped scale on its belly and has a hard green-colored armor covering its entire body, with some holes on it"
2,Tyranitar, Several spikes protrude from its body
3,Tyranitar, Its arms and legs are small and chubby with three sharp claws extending from it
4,Tyranitar,"It has a pair of sharp, pointed teeth on both of its jaws, along with a large powerful tail protruding from its back"
5,Tyranitar,"As Mega Tyranitar, the spikes have grown even larger to the point that its' back has split open and it has grown larger overall"
6,Tyranitar, The diamond-shaped scale has also turned completely red
0,Lugia,"Lugia is an immense, draconian and mythical Pokémon with avian qualities"
1,Lugia," It has silver-white feathers over most of its body, except for its blue underbelly"
2,Lugia," Lugia has ten fins running along its back, which stand upward while flying, but lie flat on its back in the water and on land"
3,Lugia, The fins are used as rudders for steering in the air and are flattened in the water to reduce resistance
4,Lugia," It has two, powerful rear legs with three-toed feet, and two wings with large, finger-like feathers, giving the appearance of hands"
5,Lugia," Its eyes are masked with two dark blue fins, and two similar spikes are at the end of its long tail"
6,Lugia," Lugia's head tapers to a point and it has a serrated beak, which bears similarities to a dragon's maw"
7,Lugia," It may be inspired by the Wyvern, a mythical, draconic creature that stands on two legs, wings that function as hands and often has a barbed tail"
0,Ho-Oh,"Like its lesser counterpart Pokémon Moltres, Ho-Oh is based on the legendary Phoenix, a creature of Greek Mythology also known as the Firebird or the Phoenix (also the capital of Arizona)"
1,Ho-Oh, It is also based on the vermilion bird of the south
2,Ho-Oh, It bears a resemblance to a red peacock
3,Ho-Oh," Many cultures worldwide hold the Phoenix as a symbol of Longevity, Resurrection, and Reincarnation, Fire, and Death"
4,Ho-Oh," Thus, Ho-Oh epitomizes this belief, as it was reborn rising from its own ashes such as Death"
5,Ho-Oh," It also used its vast powers to give new life to the first Raikou, Entei, and Suicune, after they perished in Ecruteak City's Burned Tower happily"
6,Ho-Oh,"It is said that wherever a Ho-Oh flies, a beautiful rainbow appears behind it"
0,Celebi,"Celebi is small, angular Pokémon with short arms and stubby rounded feet"
1,Celebi," Its cranium is shaped similarly to a flower bulb, extended upward in a left stroke"
2,Celebi," Celebi's blue eyes are rather large, compensating most of its face"
3,Celebi, Also extending from its head are two small string-like antennae with blue tips
4,Celebi, They seem to curl in a different direction most of the time
5,Celebi," The larger space of its back is covered with two, white moth-like wings, short and small extending only halfway up its arm length"
6,Celebi, Celebi's head is similar to an onion
7,Celebi,Celebi does not evolve
0,Treecko,"Treecko are small, bipedal, lizard-like Pokémon"
1,Treecko," They have two dark green, leaf-like tails, and a red underside, similar to its evolutions Grovyle, and Sceptile"
2,Treecko, Each of its hands and feet have three digits
3,Treecko, It has bright yellow eyes and skinny reptilian pupils
4,Treecko," The bottom of its feet is sticky, enabling them to cling to things"
5,Treecko, It has a dark cyan skin with two red tails
6,Treecko, Under its mouth is tan color and the color of its belly
0,Grovyle,"Grovyle is a light green, bipedal Pokémon with plant and reptilian features"
1,Grovyle," Its head has a long snout with small nostrils, it also has yellow eyes"
2,Grovyle," A long, mane-like leaf extends from the back of its head"
3,Grovyle, It has a red/orange stomach extending from its jaw to its rear
4,Grovyle," Grovyle has two arms, each with a small extension on the elbow-area and two claws"
5,Grovyle, Sets of three leaves hang from them
6,Grovyle, Its tail consists of two leaves and its legs are large with two claws as well
7,Grovyle, There is a green line on the middle of its stomach
0,Sceptile,"Sceptile is a large, bipedal, reptilian, gecko-like Pokémon that also possess the traits of dinosaurs"
1,Sceptile, It has powerfully-built limbs and muscular legs that allow it to run at high speeds to chase after its prey in the jungles where it lives
2,Sceptile," Its body is mostly vivid green in color, and it has a gracefully rounded belly with a horizontal, pale red stripe extending across it"
3,Sceptile," It has a light red chin and narrowed eyes with small, slit pupils and yellow scleras, with a red rim around the outsides"
4,Sceptile," It has bladed leaves on its wrists, which it uses to slash (using Leaf Blade)"
5,Sceptile," It has a long, large dark green, fern-like plant that resembles a tree for a tail, and a cluster of small round yellow nutrient-rich seeds growing on its back"
6,Sceptile, It has three sharp green claws on both its hands and toes
7,Sceptile,"Sceptile's Mega Evolved form gives it a large tree like tail, making it look dragon-like"
0,Torchic,"Torchic is a small, chick-like Pokémon"
